time, m, h, n, V
135.83,0.05296,0.595796,0.317725,-0.00347538
135.84,0.0529598,0.595796,0.317725,-0.0034377
135.85,0.0529595,0.595796,0.317725,-0.00340011
135.86,0.0529593,0.595797,0.317725,-0.0033626
135.87,0.052959,0.595797,0.317725,-0.00332518
135.88,0.0529588,0.595797,0.317725,-0.00328784
135.89,0.0529585,0.595797,0.317725,-0.00325058
135.9,0.0529583,0.595797,0.317725,-0.00321342
135.91,0.0529581,0.595798,0.317725,-0.00317634
135.92,0.0529578,0.595798,0.317725,-0.00313934
135.93,0.0529576,0.595798,0.317725,-0.00310244
135.94,0.0529573,0.595798,0.317725,-0.00306562
135.95,0.0529571,0.595799,0.317725,-0.00302889
135.96,0.0529568,0.595799,0.317725,-0.00299224
135.97,0.0529566,0.595799,0.317725,-0.00295569
135.98,0.0529564,0.595799,0.317725,-0.00291922
135.99,0.0529561,0.5958,0.317725,-0.00288285
136,0.0529559,0.5958,0.317725,-0.00284656
136.01,0.0529557,0.5958,0.317725,-0.00281036
136.02,0.0529554,0.595801,0.317725,-0.00277426
136.03,0.0529552,0.595801,0.317725,-0.00273824
136.04,0.0529549,0.595801,0.317725,-0.00270232
136.05,0.0529547,0.595801,0.317725,-0.00266648
136.06,0.0529545,0.595802,0.317725,-0.00263074
136.07,0.0529542,0.595802,0.317725,-0.00259509
136.08,0.052954,0.595802,0.317725,-0.00255953
136.09,0.0529538,0.595802,0.317725,-0.00252406
136.1,0.0529535,0.595803,0.317725,-0.00248869
136.11,0.0529533,0.595803,0.317725,-0.0024534
136.12,0.0529531,0.595803,0.317725,-0.00241822
136.13,0.0529528,0.595803,0.317725,-0.00238312
136.14,0.0529526,0.595804,0.317724,-0.00234812
136.15,0.0529524,0.595804,0.317724,-0.00231321
136.16,0.0529521,0.595804,0.317724,-0.0022784
136.17,0.0529519,0.595805,0.317724,-0.00224368
136.18,0.0529517,0.595805,0.317724,-0.00220906
136.19,0.0529515,0.595805,0.317724,-0.00217453
136.2,0.0529512,0.595805,0.317724,-0.0021401
136.21,0.052951,0.595806,0.317724,-0.00210576
136.22,0.0529508,0.595806,0.317724,-0.00207152
136.23,0.0529505,0.595806,0.317724,-0.00203738
136.24,0.0529503,0.595807,0.317724,-0.00200333
136.25,0.0529501,0.595807,0.317724,-0.00196938
136.26,0.0529499,0.595807,0.317724,-0.00193553
136.27,0.0529496,0.595807,0.317724,-0.00190177
136.28,0.0529494,0.595808,0.317724,-0.00186811
136.29,0.0529492,0.595808,0.317724,-0.00183455
136.3,0.052949,0.595808,0.317724,-0.00180109
136.31,0.0529488,0.595809,0.317724,-0.00176772
136.32,0.0529485,0.595809,0.317724,-0.00173445
136.33,0.0529483,0.595809,0.317724,-0.00170129
136.34,0.0529481,0.595809,0.317724,-0.00166822
136.35,0.0529479,0.59581,0.317724,-0.00163525
136.36,0.0529477,0.59581,0.317724,-0.00160238
136.37,0.0529474,0.59581,0.317724,-0.00156961
136.38,0.0529472,0.595811,0.317724,-0.00153693
136.39,0.052947,0.595811,0.317724,-0.00150436
136.4,0.0529468,0.595811,0.317724,-0.00147189
136.41,0.0529466,0.595812,0.317724,-0.00143952
136.42,0.0529464,0.595812,0.317724,-0.00140725
136.43,0.0529461,0.595812,0.317723,-0.00137508
136.44,0.0529459,0.595812,0.317723,-0.00134302
136.45,0.0529457,0.595813,0.317723,-0.00131105
136.46,0.0529455,0.595813,0.317723,-0.00127919
136.47,0.0529453,0.595813,0.317723,-0.00124742
136.48,0.0529451,0.595814,0.317723,-0.00121576
136.49,0.0529449,0.595814,0.317723,-0.0011842
136.5,0.0529447,0.595814,0.317723,-0.00115275
136.51,0.0529444,0.595815,0.317723,-0.00112139
136.52,0.0529442,0.595815,0.317723,-0.00109014
136.53,0.052944,0.595815,0.317723,-0.00105899
136.54,0.0529438,0.595816,0.317723,-0.00102794
136.55,0.0529436,0.595816,0.317723,-0.000997
136.56,0.0529434,0.595816,0.317723,-0.00096616
136.57,0.0529432,0.595817,0.317723,-0.000935423
136.58,0.052943,0.595817,0.317723,-0.000904791
136.59,0.0529428,0.595817,0.317723,-0.000874262
136.6,0.0529426,0.595818,0.317723,-0.000843837
136.61,0.0529424,0.595818,0.317723,-0.000813516
136.62,0.0529422,0.595818,0.317722,-0.000783299
136.63,0.052942,0.595818,0.317722,-0.000753187
136.64,0.0529418,0.595819,0.317722,-0.000723179
136.65,0.0529416,0.595819,0.317722,-0.000693276
136.66,0.0529414,0.595819,0.317722,-0.000663478
136.67,0.0529412,0.59582,0.317722,-0.000633785
136.68,0.052941,0.59582,0.317722,-0.000604197
136.69,0.0529408,0.59582,0.317722,-0.000574714
136.7,0.0529406,0.595821,0.317722,-0.000545336
136.71,0.0529404,0.595821,0.317722,-0.000516065
136.72,0.0529402,0.595821,0.317722,-0.000486898
136.73,0.05294,0.595822,0.317722,-0.000457838
136.74,0.0529398,0.595822,0.317722,-0.000428883
136.75,0.0529396,0.595822,0.317722,-0.000400035
136.76,0.0529394,0.595823,0.317722,-0.000371293
136.77,0.0529392,0.595823,0.317721,-0.000342657
136.78,0.052939,0.595823,0.317721,-0.000314127
136.79,0.0529388,0.595824,0.317721,-0.000285704
136.8,0.0529386,0.595824,0.317721,-0.000257387
136.81,0.0529384,0.595824,0.317721,-0.000229177
136.82,0.0529382,0.595825,0.317721,-0.000201074
136.83,0.052938,0.595825,0.317721,-0.000173078
136.84,0.0529379,0.595825,0.317721,-0.000145188
136.85,0.0529377,0.595826,0.317721,-0.000117406
136.86,0.0529375,0.595826,0.317721,-8.97314e-05
136.87,0.0529373,0.595826,0.317721,-6.21637e-05
136.88,0.0529371,0.595827,0.317721,-3.47034e-05
136.89,0.0529369,0.595827,0.317721,-7.3506e-06
136.9,0.0529367,0.595828,0.31772,1.98947e-05
136.91,0.0529366,0.595828,0.31772,4.70324e-05
136.92,0.0529364,0.595828,0.31772,7.40623e-05
136.93,0.0529362,0.595829,0.31772,0.000100984
136.94,0.052936,0.595829,0.31772,0.000127799
136.95,0.0529358,0.595829,0.31772,0.000154505
136.96,0.0529356,0.59583,0.31772,0.000181104
136.97,0.0529355,0.59583,0.31772,0.000207594
136.98,0.0529353,0.59583,0.31772,0.000233976
136.99,0.0529351,0.595831,0.31772,0.00026025
137,0.0529349,0.595831,0.31772,0.000286416
137.01,0.0529347,0.595831,0.31772,0.000312473
137.02,0.0529346,0.595832,0.317719,0.000338422
137.03,0.0529344,0.595832,0.317719,0.000364263
137.04,0.0529342,0.595832,0.317719,0.000389995
137.05,0.052934,0.595833,0.317719,0.000415619
137.06,0.0529339,0.595833,0.317719,0.000441134
137.07,0.0529337,0.595833,0.317719,0.00046654
137.08,0.0529335,0.595834,0.317719,0.000491838
137.09,0.0529333,0.595834,0.317719,0.000517027
137.1,0.0529332,0.595835,0.317719,0.000542108
137.11,0.052933,0.595835,0.317719,0.000567079
137.12,0.0529328,0.595835,0.317719,0.000591942
137.13,0.0529327,0.595836,0.317718,0.000616696
137.14,0.0529325,0.595836,0.317718,0.000641341
137.15,0.0529323,0.595836,0.317718,0.000665877
137.16,0.0529321,0.595837,0.317718,0.000690305
137.17,0.052932,0.595837,0.317718,0.000714623
137.18,0.0529318,0.595837,0.317718,0.000738832
137.19,0.0529316,0.595838,0.317718,0.000762933
137.2,0.0529315,0.595838,0.317718,0.000786924
137.21,0.0529313,0.595839,0.317718,0.000810807
137.22,0.0529312,0.595839,0.317718,0.00083458
137.23,0.052931,0.595839,0.317718,0.000858244
137.24,0.0529308,0.59584,0.317717,0.000881799
137.25,0.0529307,0.59584,0.317717,0.000905246
137.26,0.0529305,0.59584,0.317717,0.000928583
137.27,0.0529303,0.595841,0.317717,0.000951811
137.28,0.0529302,0.595841,0.317717,0.00097493
137.29,0.05293,0.595841,0.317717,0.00099794
137.3,0.0529299,0.595842,0.317717,0.00102084
137.31,0.0529297,0.595842,0.317717,0.00104363
137.32,0.0529295,0.595843,0.317717,0.00106632
137.33,0.0529294,0.595843,0.317717,0.00108889
137.34,0.0529292,0.595843,0.317716,0.00111135
137.35,0.0529291,0.595844,0.317716,0.00113371
137.36,0.0529289,0.595844,0.317716,0.00115596
137.37,0.0529288,0.595844,0.317716,0.0011781
137.38,0.0529286,0.595845,0.317716,0.00120012
137.39,0.0529285,0.595845,0.317716,0.00122204
137.4,0.0529283,0.595846,0.317716,0.00124386
137.41,0.0529282,0.595846,0.317716,0.00126556
137.42,0.052928,0.595846,0.317716,0.00128715
137.43,0.0529279,0.595847,0.317715,0.00130864
137.44,0.0529277,0.595847,0.317715,0.00133001
137.45,0.0529276,0.595847,0.317715,0.00135128
137.46,0.0529274,0.595848,0.317715,0.00137244
137.47,0.0529273,0.595848,0.317715,0.00139349
137.48,0.0529271,0.595849,0.317715,0.00141443
137.49,0.052927,0.595849,0.317715,0.00143526
137.5,0.0529268,0.595849,0.317715,0.00145599
137.51,0.0529267,0.59585,0.317715,0.0014766
137.52,0.0529265,0.59585,0.317714,0.00149711
137.53,0.0529264,0.59585,0.317714,0.00151751
137.54,0.0529262,0.595851,0.317714,0.0015378
137.55,0.0529261,0.595851,0.317714,0.00155798
137.56,0.052926,0.595852,0.317714,0.00157805
137.57,0.0529258,0.595852,0.317714,0.00159802
137.58,0.0529257,0.595852,0.317714,0.00161788
137.59,0.0529255,0.595853,0.317714,0.00163763
137.6,0.0529254,0.595853,0.317714,0.00165727
137.61,0.0529253,0.595853,0.317713,0.0016768
137.62,0.0529251,0.595854,0.317713,0.00169623
137.63,0.052925,0.595854,0.317713,0.00171554
137.64,0.0529249,0.595855,0.317713,0.00173475
137.65,0.0529247,0.595855,0.317713,0.00175386
137.66,0.0529246,0.595855,0.317713,0.00177285
137.67,0.0529245,0.595856,0.317713,0.00179174
137.68,0.0529243,0.595856,0.317713,0.00181052
137.69,0.0529242,0.595857,0.317713,0.00182919
137.7,0.0529241,0.595857,0.317712,0.00184776
137.71,0.0529239,0.595857,0.317712,0.00186622
137.72,0.0529238,0.595858,0.317712,0.00188457
137.73,0.0529237,0.595858,0.317712,0.00190281
137.74,0.0529235,0.595858,0.317712,0.00192095
137.75,0.0529234,0.595859,0.317712,0.00193898
137.76,0.0529233,0.595859,0.317712,0.0019569
137.77,0.0529232,0.59586,0.317712,0.00197472
137.78,0.052923,0.59586,0.317712,0.00199243
137.79,0.0529229,0.59586,0.317711,0.00201003
137.8,0.0529228,0.595861,0.317711,0.00202753
137.81,0.0529227,0.595861,0.317711,0.00204492
137.82,0.0529225,0.595862,0.317711,0.0020622
137.83,0.0529224,0.595862,0.317711,0.00207938
137.84,0.0529223,0.595862,0.317711,0.00209646
137.85,0.0529222,0.595863,0.317711,0.00211342
137.86,0.052922,0.595863,0.317711,0.00213028
137.87,0.0529219,0.595864,0.31771,0.00214704
137.88,0.0529218,0.595864,0.31771,0.00216369
137.89,0.0529217,0.595864,0.31771,0.00218023
137.9,0.0529216,0.595865,0.31771,0.00219667
137.91,0.0529214,0.595865,0.31771,0.00221301
137.92,0.0529213,0.595865,0.31771,0.00222923
137.93,0.0529212,0.595866,0.31771,0.00224536
137.94,0.0529211,0.595866,0.31771,0.00226138
137.95,0.052921,0.595867,0.317709,0.00227729
137.96,0.0529209,0.595867,0.317709,0.0022931
137.97,0.0529208,0.595867,0.317709,0.0023088
137.98,0.0529206,0.595868,0.317709,0.00232441
137.99,0.0529205,0.595868,0.317709,0.0023399
138,0.0529204,0.595869,0.317709,0.00235529
138.01,0.0529203,0.595869,0.317709,0.00237058
138.02,0.0529202,0.595869,0.317709,0.00238577
138.03,0.0529201,0.59587,0.317708,0.00240085
138.04,0.05292,0.59587,0.317708,0.00241582
138.05,0.0529199,0.595871,0.317708,0.0024307
138.06,0.0529198,0.595871,0.317708,0.00244547
138.07,0.0529197,0.595871,0.317708,0.00246013
138.08,0.0529195,0.595872,0.317708,0.0024747
138.09,0.0529194,0.595872,0.317708,0.00248916
138.1,0.0529193,0.595873,0.317708,0.00250352
138.11,0.0529192,0.595873,0.317707,0.00251777
138.12,0.0529191,0.595873,0.317707,0.00253192
138.13,0.052919,0.595874,0.317707,0.00254598
138.14,0.0529189,0.595874,0.317707,0.00255992
138.15,0.0529188,0.595875,0.317707,0.00257377
138.16,0.0529187,0.595875,0.317707,0.00258751
138.17,0.0529186,0.595875,0.317707,0.00260116
138.18,0.0529185,0.595876,0.317707,0.0026147
138.19,0.0529184,0.595876,0.317706,0.00262814
138.2,0.0529183,0.595877,0.317706,0.00264148
138.21,0.0529182,0.595877,0.317706,0.00265471
138.22,0.0529181,0.595877,0.317706,0.00266785
138.23,0.052918,0.595878,0.317706,0.00268088
138.24,0.0529179,0.595878,0.317706,0.00269382
138.25,0.0529178,0.595878,0.317706,0.00270665
138.26,0.0529177,0.595879,0.317706,0.00271939
138.27,0.0529176,0.595879,0.317705,0.00273202
138.28,0.0529176,0.59588,0.317705,0.00274455
138.29,0.0529175,0.59588,0.317705,0.00275699
138.3,0.0529174,0.59588,0.317705,0.00276932
138.31,0.0529173,0.595881,0.317705,0.00278156
138.32,0.0529172,0.595881,0.317705,0.00279369
138.33,0.0529171,0.595882,0.317705,0.00280573
138.34,0.052917,0.595882,0.317704,0.00281766
138.35,0.0529169,0.595882,0.317704,0.0028295
138.36,0.0529168,0.595883,0.317704,0.00284124
138.37,0.0529167,0.595883,0.317704,0.00285288
138.38,0.0529167,0.595884,0.317704,0.00286443
138.39,0.0529166,0.595884,0.317704,0.00287587
138.4,0.0529165,0.595884,0.317704,0.00288722
138.41,0.0529164,0.595885,0.317704,0.00289847
138.42,0.0529163,0.595885,0.317703,0.00290962
138.43,0.0529162,0.595886,0.317703,0.00292067
138.44,0.0529161,0.595886,0.317703,0.00293163
138.45,0.0529161,0.595886,0.317703,0.00294249
138.46,0.052916,0.595887,0.317703,0.00295325
138.47,0.0529159,0.595887,0.317703,0.00296392
138.48,0.0529158,0.595888,0.317703,0.00297449
138.49,0.0529157,0.595888,0.317703,0.00298496
138.5,0.0529157,0.595888,0.317702,0.00299534
138.51,0.0529156,0.595889,0.317702,0.00300562
138.52,0.0529155,0.595889,0.317702,0.0030158
138.53,0.0529154,0.59589,0.317702,0.00302589
138.54,0.0529153,0.59589,0.317702,0.00303589
138.55,0.0529153,0.59589,0.317702,0.00304579
138.56,0.0529152,0.595891,0.317702,0.00305559
138.57,0.0529151,0.595891,0.317701,0.0030653
138.58,0.052915,0.595892,0.317701,0.00307492
138.59,0.052915,0.595892,0.317701,0.00308444
138.6,0.0529149,0.595892,0.317701,0.00309387
138.61,0.0529148,0.595893,0.317701,0.0031032
138.62,0.0529148,0.595893,0.317701,0.00311244
138.63,0.0529147,0.595894,0.317701,0.00312159
138.64,0.0529146,0.595894,0.317701,0.00313064
138.65,0.0529145,0.595894,0.3177,0.0031396
138.66,0.0529145,0.595895,0.3177,0.00314846
138.67,0.0529144,0.595895,0.3177,0.00315724
138.68,0.0529143,0.595895,0.3177,0.00316592
138.69,0.0529143,0.595896,0.3177,0.00317451
138.7,0.0529142,0.595896,0.3177,0.003183
138.71,0.0529141,0.595897,0.3177,0.00319141
138.72,0.0529141,0.595897,0.3177,0.00319972
138.73,0.052914,0.595897,0.317699,0.00320794
138.74,0.0529139,0.595898,0.317699,0.00321607
138.75,0.0529139,0.595898,0.317699,0.00322411
138.76,0.0529138,0.595899,0.317699,0.00323206
138.77,0.0529137,0.595899,0.317699,0.00323992
138.78,0.0529137,0.595899,0.317699,0.00324769
138.79,0.0529136,0.5959,0.317699,0.00325537
138.8,0.0529136,0.5959,0.317698,0.00326295
138.81,0.0529135,0.595901,0.317698,0.00327045
138.82,0.0529134,0.595901,0.317698,0.00327786
138.83,0.0529134,0.595901,0.317698,0.00328518
138.84,0.0529133,0.595902,0.317698,0.00329241
138.85,0.0529133,0.595902,0.317698,0.00329955
138.86,0.0529132,0.595903,0.317698,0.0033066
138.87,0.0529131,0.595903,0.317698,0.00331356
138.88,0.0529131,0.595903,0.317697,0.00332044
138.89,0.052913,0.595904,0.317697,0.00332723
138.9,0.052913,0.595904,0.317697,0.00333393
138.91,0.0529129,0.595905,0.317697,0.00334054
138.92,0.0529129,0.595905,0.317697,0.00334707
138.93,0.0529128,0.595905,0.317697,0.0033535
138.94,0.0529128,0.595906,0.317697,0.00335986
138.95,0.0529127,0.595906,0.317697,0.00336612
138.96,0.0529127,0.595906,0.317696,0.0033723
138.97,0.0529126,0.595907,0.317696,0.00337839
138.98,0.0529126,0.595907,0.317696,0.0033844
138.99,0.0529125,0.595908,0.317696,0.00339032
139,0.0529125,0.595908,0.317696,0.00339615
139.01,0.0529124,0.595908,0.317696,0.0034019
139.02,0.0529124,0.595909,0.317696,0.00340757
139.03,0.0529123,0.595909,0.317695,0.00341315
139.04,0.0529123,0.59591,0.317695,0.00341865
139.05,0.0529122,0.59591,0.317695,0.00342406
139.06,0.0529122,0.59591,0.317695,0.00342938
139.07,0.0529121,0.595911,0.317695,0.00343463
139.08,0.0529121,0.595911,0.317695,0.00343979
139.09,0.052912,0.595912,0.317695,0.00344487
139.1,0.052912,0.595912,0.317695,0.00344986
139.11,0.0529119,0.595912,0.317694,0.00345477
139.12,0.0529119,0.595913,0.317694,0.0034596
139.13,0.0529119,0.595913,0.317694,0.00346434
139.14,0.0529118,0.595913,0.317694,0.00346901
139.15,0.0529118,0.595914,0.317694,0.00347359
139.16,0.0529117,0.595914,0.317694,0.00347809
139.17,0.0529117,0.595915,0.317694,0.00348251
139.18,0.0529117,0.595915,0.317694,0.00348685
139.19,0.0529116,0.595915,0.317693,0.0034911
139.2,0.0529116,0.595916,0.317693,0.00349528
139.21,0.0529115,0.595916,0.317693,0.00349938
139.22,0.0529115,0.595917,0.317693,0.00350339
139.23,0.0529115,0.595917,0.317693,0.00350733
139.24,0.0529114,0.595917,0.317693,0.00351118
139.25,0.0529114,0.595918,0.317693,0.00351496
139.26,0.0529114,0.595918,0.317693,0.00351866
139.27,0.0529113,0.595918,0.317692,0.00352228
139.28,0.0529113,0.595919,0.317692,0.00352582
139.29,0.0529113,0.595919,0.317692,0.00352928
139.3,0.0529112,0.59592,0.317692,0.00353266
139.31,0.0529112,0.59592,0.317692,0.00353597
139.32,0.0529112,0.59592,0.317692,0.0035392
139.33,0.0529111,0.595921,0.317692,0.00354235
139.34,0.0529111,0.595921,0.317691,0.00354542
139.35,0.0529111,0.595922,0.317691,0.00354841
139.36,0.052911,0.595922,0.317691,0.00355133
139.37,0.052911,0.595922,0.317691,0.00355418
139.38,0.052911,0.595923,0.317691,0.00355694
139.39,0.0529109,0.595923,0.317691,0.00355964
139.4,0.0529109,0.595923,0.317691,0.00356225
139.41,0.0529109,0.595924,0.317691,0.00356479
139.42,0.0529109,0.595924,0.31769,0.00356726
139.43,0.0529108,0.595925,0.31769,0.00356964
139.44,0.0529108,0.595925,0.31769,0.00357196
139.45,0.0529108,0.595925,0.31769,0.0035742
139.46,0.0529108,0.595926,0.31769,0.00357637
139.47,0.0529107,0.595926,0.31769,0.00357846
139.48,0.0529107,0.595926,0.31769,0.00358048
139.49,0.0529107,0.595927,0.31769,0.00358243
139.5,0.0529107,0.595927,0.317689,0.0035843
139.51,0.0529106,0.595928,0.317689,0.0035861
139.52,0.0529106,0.595928,0.317689,0.00358783
139.53,0.0529106,0.595928,0.317689,0.00358948
139.54,0.0529106,0.595929,0.317689,0.00359106
139.55,0.0529106,0.595929,0.317689,0.00359257
139.56,0.0529105,0.595929,0.317689,0.00359401
139.57,0.0529105,0.59593,0.317689,0.00359538
139.58,0.0529105,0.59593,0.317689,0.00359668
139.59,0.0529105,0.595931,0.317688,0.00359791
139.6,0.0529105,0.595931,0.317688,0.00359906
139.61,0.0529104,0.595931,0.317688,0.00360015
139.62,0.0529104,0.595932,0.317688,0.00360116
139.63,0.0529104,0.595932,0.317688,0.00360211
139.64,0.0529104,0.595932,0.317688,0.00360299
139.65,0.0529104,0.595933,0.317688,0.00360379
139.66,0.0529104,0.595933,0.317688,0.00360453
139.67,0.0529103,0.595933,0.317687,0.0036052
139.68,0.0529103,0.595934,0.317687,0.0036058
139.69,0.0529103,0.595934,0.317687,0.00360634
139.7,0.0529103,0.595935,0.317687,0.0036068
139.71,0.0529103,0.595935,0.317687,0.0036072
139.72,0.0529103,0.595935,0.317687,0.00360753
139.73,0.0529103,0.595936,0.317687,0.00360779
139.74,0.0529102,0.595936,0.317687,0.00360799
139.75,0.0529102,0.595936,0.317686,0.00360812
139.76,0.0529102,0.595937,0.317686,0.00360818
139.77,0.0529102,0.595937,0.317686,0.00360818
139.78,0.0529102,0.595938,0.317686,0.00360811
139.79,0.0529102,0.595938,0.317686,0.00360798
139.8,0.0529102,0.595938,0.317686,0.00360778
139.81,0.0529102,0.595939,0.317686,0.00360751
139.82,0.0529102,0.595939,0.317686,0.00360719
139.83,0.0529102,0.595939,0.317686,0.00360679
139.84,0.0529101,0.59594,0.317685,0.00360634
139.85,0.0529101,0.59594,0.317685,0.00360581
139.86,0.0529101,0.59594,0.317685,0.00360523
139.87,0.0529101,0.595941,0.317685,0.00360458
139.88,0.0529101,0.595941,0.317685,0.00360387
139.89,0.0529101,0.595941,0.317685,0.00360309
139.9,0.0529101,0.595942,0.317685,0.00360226
139.91,0.0529101,0.595942,0.317685,0.00360136
139.92,0.0529101,0.595943,0.317684,0.0036004
139.93,0.0529101,0.595943,0.317684,0.00359937
139.94,0.0529101,0.595943,0.317684,0.00359829
139.95,0.0529101,0.595944,0.317684,0.00359714
139.96,0.0529101,0.595944,0.317684,0.00359594
139.97,0.0529101,0.595944,0.317684,0.00359467
139.98,0.0529101,0.595945,0.317684,0.00359334
139.99,0.0529101,0.595945,0.317684,0.00359195
140,0.0529101,0.595945,0.317684,0.00359051
140.01,0.0529101,0.595946,0.317683,0.003589
140.02,0.0529101,0.595946,0.317683,0.00358743
140.03,0.0529101,0.595946,0.317683,0.0035858
140.04,0.0529101,0.595947,0.317683,0.00358412
140.05,0.0529101,0.595947,0.317683,0.00358238
140.06,0.0529101,0.595948,0.317683,0.00358057
140.07,0.0529101,0.595948,0.317683,0.00357871
140.08,0.0529101,0.595948,0.317683,0.0035768
140.09,0.0529101,0.595949,0.317683,0.00357482
140.1,0.0529101,0.595949,0.317682,0.00357279
140.11,0.0529101,0.595949,0.317682,0.0035707
140.12,0.0529101,0.59595,0.317682,0.00356855
140.13,0.0529101,0.59595,0.317682,0.00356635
140.14,0.0529101,0.59595,0.317682,0.00356409
140.15,0.0529101,0.595951,0.317682,0.00356178
140.16,0.0529101,0.595951,0.317682,0.00355941
140.17,0.0529101,0.595951,0.317682,0.00355698
140.18,0.0529101,0.595952,0.317682,0.0035545
140.19,0.0529102,0.595952,0.317681,0.00355196
140.2,0.0529102,0.595952,0.317681,0.00354937
140.21,0.0529102,0.595953,0.317681,0.00354673
140.22,0.0529102,0.595953,0.317681,0.00354403
140.23,0.0529102,0.595953,0.317681,0.00354128
140.24,0.0529102,0.595954,0.317681,0.00353847
140.25,0.0529102,0.595954,0.317681,0.00353561
140.26,0.0529102,0.595954,0.317681,0.0035327
140.27,0.0529102,0.595955,0.317681,0.00352974
140.28,0.0529102,0.595955,0.31768,0.00352672
140.29,0.0529102,0.595955,0.31768,0.00352365
140.3,0.0529103,0.595956,0.31768,0.00352053
140.31,0.0529103,0.595956,0.31768,0.00351736
140.32,0.0529103,0.595956,0.31768,0.00351413
140.33,0.0529103,0.595957,0.31768,0.00351086
140.34,0.0529103,0.595957,0.31768,0.00350753
140.35,0.0529103,0.595957,0.31768,0.00350415
140.36,0.0529103,0.595958,0.31768,0.00350073
140.37,0.0529103,0.595958,0.31768,0.00349725
140.38,0.0529104,0.595958,0.317679,0.00349372
140.39,0.0529104,0.595959,0.317679,0.00349015
140.4,0.0529104,0.595959,0.317679,0.00348652
140.41,0.0529104,0.595959,0.317679,0.00348285
140.42,0.0529104,0.59596,0.317679,0.00347912
140.43,0.0529104,0.59596,0.317679,0.00347535
140.44,0.0529104,0.59596,0.317679,0.00347153
140.45,0.0529105,0.595961,0.317679,0.00346766
140.46,0.0529105,0.595961,0.317679,0.00346375
140.47,0.0529105,0.595961,0.317679,0.00345978
140.48,0.0529105,0.595962,0.317678,0.00345577
140.49,0.0529105,0.595962,0.317678,0.00345172
140.5,0.0529105,0.595962,0.317678,0.00344761
140.51,0.0529106,0.595963,0.317678,0.00344346
140.52,0.0529106,0.595963,0.317678,0.00343927
140.53,0.0529106,0.595963,0.317678,0.00343503
140.54,0.0529106,0.595964,0.317678,0.00343074
140.55,0.0529106,0.595964,0.317678,0.00342641
140.56,0.0529107,0.595964,0.317678,0.00342203
140.57,0.0529107,0.595965,0.317678,0.00341761
140.58,0.0529107,0.595965,0.317677,0.00341314
140.59,0.0529107,0.595965,0.317677,0.00340863
140.6,0.0529107,0.595966,0.317677,0.00340407
140.61,0.0529108,0.595966,0.317677,0.00339947
140.62,0.0529108,0.595966,0.317677,0.00339483
140.63,0.0529108,0.595967,0.317677,0.00339015
140.64,0.0529108,0.595967,0.317677,0.00338542
140.65,0.0529108,0.595967,0.317677,0.00338065
140.66,0.0529109,0.595968,0.317677,0.00337583
140.67,0.0529109,0.595968,0.317677,0.00337098
140.68,0.0529109,0.595968,0.317676,0.00336608
140.69,0.0529109,0.595969,0.317676,0.00336114
140.7,0.052911,0.595969,0.317676,0.00335616
140.71,0.052911,0.595969,0.317676,0.00335114
140.72,0.052911,0.59597,0.317676,0.00334608
140.73,0.052911,0.59597,0.317676,0.00334097
140.74,0.0529111,0.59597,0.317676,0.00333583
140.75,0.0529111,0.59597,0.317676,0.00333065
140.76,0.0529111,0.595971,0.317676,0.00332542
140.77,0.0529111,0.595971,0.317676,0.00332016
140.78,0.0529112,0.595971,0.317676,0.00331486
140.79,0.0529112,0.595972,0.317675,0.00330952
140.8,0.0529112,0.595972,0.317675,0.00330414
140.81,0.0529112,0.595972,0.317675,0.00329872
140.82,0.0529113,0.595973,0.317675,0.00329326
140.83,0.0529113,0.595973,0.317675,0.00328776
140.84,0.0529113,0.595973,0.317675,0.00328223
140.85,0.0529114,0.595974,0.317675,0.00327666
140.86,0.0529114,0.595974,0.317675,0.00327105
140.87,0.0529114,0.595974,0.317675,0.00326541
140.88,0.0529114,0.595975,0.317675,0.00325973
140.89,0.0529115,0.595975,0.317675,0.00325401
140.9,0.0529115,0.595975,0.317675,0.00324826
140.91,0.0529115,0.595975,0.317674,0.00324246
140.92,0.0529116,0.595976,0.317674,0.00323664
140.93,0.0529116,0.595976,0.317674,0.00323078
140.94,0.0529116,0.595976,0.317674,0.00322488
140.95,0.0529117,0.595977,0.317674,0.00321895
140.96,0.0529117,0.595977,0.317674,0.00321298
140.97,0.0529117,0.595977,0.317674,0.00320698
140.98,0.0529118,0.595978,0.317674,0.00320095
140.99,0.0529118,0.595978,0.317674,0.00319488
141,0.0529118,0.595978,0.317674,0.00318877
141.01,0.0529119,0.595978,0.317674,0.00318264
141.02,0.0529119,0.595979,0.317673,0.00317647
141.03,0.0529119,0.595979,0.317673,0.00317027
141.04,0.0529119,0.595979,0.317673,0.00316403
141.05,0.052912,0.59598,0.317673,0.00315776
141.06,0.052912,0.59598,0.317673,0.00315146
141.07,0.0529121,0.59598,0.317673,0.00314513
141.08,0.0529121,0.59598,0.317673,0.00313877
141.09,0.0529121,0.595981,0.317673,0.00313237
141.1,0.0529122,0.595981,0.317673,0.00312594
141.11,0.0529122,0.595981,0.317673,0.00311949
141.12,0.0529122,0.595982,0.317673,0.003113
141.13,0.0529123,0.595982,0.317673,0.00310648
141.14,0.0529123,0.595982,0.317673,0.00309993
141.15,0.0529123,0.595983,0.317672,0.00309335
141.16,0.0529124,0.595983,0.317672,0.00308674
141.17,0.0529124,0.595983,0.317672,0.0030801
