x,y,angle,step,command
2.96703,-1.45747,-1.39644,363,R
2.96703,-1.45747,-1.39644,364,B
3.0125,-1.71564,-1.39644,364,B
3.0125,-1.71564,-1.39644,365,L
3.0125,-1.71564,-0.698222,365,L
3.0125,-1.71564,-0.698222,366,A
3.17314,-1.85046,-0.698222,366,A
3.17314,-1.85046,-0.698222,367,R
3.0125,-1.71564,-2.09467,367,R
3.0125,-1.71564,-2.09467,368,A
2.90759,-1.89723,-2.09467,368,A
2.90759,-1.89723,-2.09467,369,R
2.71603,-1.24682,-2.09467,369,R
2.71603,-1.24682,-2.09467,370,B
2.55211,-1.53055,-2.09467,370,B
2.55211,-1.53055,-2.09467,371,L
2.55211,-1.53055,-1.39644,371,L
2.55211,-1.53055,-1.39644,372,B
2.59758,-1.78872,-1.39644,372,B
2.59758,-1.78872,-1.39644,373,L
2.59758,-1.78872,-0.698222,373,L
2.59758,-1.78872,-0.698222,374,A
2.75822,-1.92354,-0.698222,374,A
2.75822,-1.92354,-0.698222,375,R
2.59758,-1.78872,-2.09467,375,R
2.59758,-1.78872,-2.09467,376,A
2.49268,-1.97031,-2.09467,376,A
2.49268,-1.97031,-2.09467,377,R
2.55211,-1.53055,-2.79289,377,R
2.55211,-1.53055,-2.79289,378,B
2.30574,-1.62012,-2.79289,378,B
2.30574,-1.62012,-2.79289,379,L
2.30574,-1.62012,-2.09467,379,L
2.30574,-1.62012,-2.09467,380,A
2.20084,-1.80171,-2.09467,380,A
2.20084,-1.80171,-2.09467,381,R
2.30574,-1.62012,-3.49111,381,R
2.30574,-1.62012,-3.49111,382,A
2.10871,-1.54831,-3.49111,382,A
2.10871,-1.54831,-3.49111,383,R
1.61279,-0.514286,-1.39644,383,R
1.61279,-0.514286,-1.39644,384,B
1.72381,-1.14458,-1.39644,384,B
1.72381,-1.14458,-1.39644,385,L
1.72381,-1.14458,-0.698222,385,L
1.72381,-1.14458,-0.698222,386,B
2.11599,-1.47373,-0.698222,386,B
2.11599,-1.47373,-0.698222,387,L
2.11599,-1.47373,0,387,L
2.11599,-1.47373,0,388,B
2.52559,-1.47373,0,388,B
2.52559,-1.47373,0,389,L
2.52559,-1.47373,0.698222,389,L
2.52559,-1.47373,0.698222,390,B
2.77659,-1.26307,0.698222,390,B
2.77659,-1.26307,0.698222,391,L
2.77659,-1.26307,1.39644,391,L
2.77659,-1.26307,1.39644,392,B
2.82207,-1.0049,1.39644,392,B
2.82207,-1.0049,1.39644,393,L
2.82207,-1.0049,2.09467,393,L
2.82207,-1.0049,2.09467,394,A
2.71716,-0.823314,2.09467,394,A
2.71716,-0.823314,2.09467,395,R
2.82207,-1.0049,0.698222,395,R
2.82207,-1.0049,0.698222,396,A
2.98271,-0.870087,0.698222,396,A
2.98271,-0.870087,0.698222,397,R
2.77659,-1.26307,0,397,R
2.77659,-1.26307,0,398,B
3.03874,-1.26307,0,398,B
3.03874,-1.26307,0,399,L
3.03874,-1.26307,0.698222,399,L
3.03874,-1.26307,0.698222,400,A
3.19938,-1.12826,0.698222,400,A
3.19938,-1.12826,0.698222,401,R
3.03874,-1.26307,-0.698222,401,R
3.03874,-1.26307,-0.698222,402,A
3.19938,-1.39789,-0.698222,402,A
3.19938,-1.39789,-0.698222,403,R
2.52559,-1.47373,-0.698222,403,R
2.52559,-1.47373,-0.698222,404,B
2.77659,-1.68438,-0.698222,404,B
2.77659,-1.68438,-0.698222,405,L
2.77659,-1.68438,0,405,L
2.77659,-1.68438,0,406,B
3.03874,-1.68438,0,406,B
3.03874,-1.68438,0,407,L
3.03874,-1.68438,0.698222,407,L
3.03874,-1.68438,0.698222,408,A
3.19938,-1.54956,0.698222,408,A
3.19938,-1.54956,0.698222,409,R
3.03874,-1.68438,-0.698222,409,R
3.03874,-1.68438,-0.698222,410,A
3.19938,-1.81919,-0.698222,410,A
3.19938,-1.81919,-0.698222,411,R
2.77659,-1.68438,-1.39644,411,R
2.77659,-1.68438,-1.39644,412,B
2.82207,-1.94255,-1.39644,412,B
2.82207,-1.94255,-1.39644,413,L
2.82207,-1.94255,-0.698222,413,L
2.82207,-1.94255,-0.698222,414,A
2.98271,-2.07736,-0.698222,414,A
2.98271,-2.07736,-0.698222,415,R
2.82207,-1.94255,-2.09467,415,R
2.82207,-1.94255,-2.09467,416,A
2.71716,-2.12414,-2.09467,416,A
2.71716,-2.12414,-2.09467,417,R
2.11599,-1.47373,-1.39644,417,R
2.11599,-1.47373,-1.39644,418,B
2.18705,-1.87712,-1.39644,418,B
2.18705,-1.87712,-1.39644,419,L
2.18705,-1.87712,-0.698222,419,L
2.18705,-1.87712,-0.698222,420,B
2.43805,-2.08777,-0.698222,420,B
2.43805,-2.08777,-0.698222,421,L
2.43805,-2.08777,0,421,L
2.43805,-2.08777,0,422,B
2.70019,-2.08777,0,422,B
2.70019,-2.08777,0,423,L
2.70019,-2.08777,0.698222,423,L
2.70019,-2.08777,0.698222,424,A
2.86083,-1.95295,0.698222,424,A
2.86083,-1.95295,0.698222,425,R
2.70019,-2.08777,-0.698222,425,R
2.70019,-2.08777,-0.698222,426,A
2.86083,-2.22258,-0.698222,426,A
2.86083,-2.22258,-0.698222,427,R
2.43805,-2.08777,-1.39644,427,R
2.43805,-2.08777,-1.39644,428,B
2.48352,-2.34594,-1.39644,428,B
2.48352,-2.34594,-1.39644,429,L
2.48352,-2.34594,-0.698222,429,L
2.48352,-2.34594,-0.698222,430,A
2.64416,-2.48075,-0.698222,430,A
2.64416,-2.48075,-0.698222,431,R
2.48352,-2.34594,-2.09467,431,R
2.48352,-2.34594,-2.09467,432,A
2.37861,-2.52753,-2.09467,432,A
2.37861,-2.52753,-2.09467,433,R
2.18705,-1.87712,-2.09467,433,R
2.18705,-1.87712,-2.09467,434,B
2.02313,-2.16085,-2.09467,434,B
2.02313,-2.16085,-2.09467,435,L
2.02313,-2.16085,-1.39644,435,L
2.02313,-2.16085,-1.39644,436,B
2.0686,-2.41902,-1.39644,436,B
2.0686,-2.41902,-1.39644,437,L
2.0686,-2.41902,-0.698222,437,L
2.0686,-2.41902,-0.698222,438,A
2.22924,-2.55384,-0.698222,438,A
2.22924,-2.55384,-0.698222,439,R
2.0686,-2.41902,-2.09467,439,R
2.0686,-2.41902,-2.09467,440,A
1.9637,-2.60061,-2.09467,440,A
1.9637,-2.60061,-2.09467,441,R
2.02313,-2.16085,-2.79289,441,R
2.02313,-2.16085,-2.79289,442,B
1.77676,-2.25042,-2.79289,442,B
1.77676,-2.25042,-2.79289,443,L
1.77676,-2.25042,-2.09467,443,L
1.77676,-2.25042,-2.09467,444,A
1.67186,-2.43201,-2.09467,444,A
1.67186,-2.43201,-2.09467,445,R
1.77676,-2.25042,-3.49111,445,R
1.77676,-2.25042,-3.49111,446,A
1.57973,-2.1786,-3.49111,446,A
1.57973,-2.1786,-3.49111,447,R
1.72381,-1.14458,-2.09467,447,R
1.72381,-1.14458,-2.09467,448,B
1.46769,-1.58792,-2.09467,448,B
1.46769,-1.58792,-2.09467,449,L
1.46769,-1.58792,-1.39644,449,L
1.46769,-1.58792,-1.39644,450,B
1.53874,-1.99131,-1.39644,450,B
1.53874,-1.99131,-1.39644,451,L
1.53874,-1.99131,-0.698222,451,L
1.53874,-1.99131,-0.698222,452,B
1.78974,-2.20196,-0.698222,452,B
1.78974,-2.20196,-0.698222,453,L
1.78974,-2.20196,2.22045e-16,453,L
1.78974,-2.20196,2.22045e-16,454,B
2.05188,-2.20196,2.22045e-16,454,B
2.05188,-2.20196,2.22045e-16,455,L
2.05188,-2.20196,0.698222,455,L
2.05188,-2.20196,0.698222,456,A
2.21252,-2.06714,0.698222,456,A
2.21252,-2.06714,0.698222,457,R
2.05188,-2.20196,-0.698222,457,R
2.05188,-2.20196,-0.698222,458,A
2.21252,-2.33678,-0.698222,458,A
2.21252,-2.33678,-0.698222,459,R
1.78974,-2.20196,-1.39644,459,R
1.78974,-2.20196,-1.39644,460,B
1.83522,-2.46013,-1.39644,460,B
1.83522,-2.46013,-1.39644,461,L
1.83522,-2.46013,-0.698222,461,L
1.83522,-2.46013,-0.698222,462,A
1.99585,-2.59495,-0.698222,462,A
1.99585,-2.59495,-0.698222,463,R
1.83522,-2.46013,-2.09467,463,R
1.83522,-2.46013,-2.09467,464,A
1.73031,-2.64172,-2.09467,464,A
1.73031,-2.64172,-2.09467,465,R
1.53874,-1.99131,-2.09467,465,R
1.53874,-1.99131,-2.09467,466,B
1.37483,-2.27504,-2.09467,466,B
1.37483,-2.27504,-2.09467,467,L
1.37483,-2.27504,-1.39644,467,L
1.37483,-2.27504,-1.39644,468,B
1.4203,-2.53321,-1.39644,468,B
1.4203,-2.53321,-1.39644,469,L
1.4203,-2.53321,-0.698222,469,L
1.4203,-2.53321,-0.698222,470,A
1.58094,-2.66803,-0.698222,470,A
1.58094,-2.66803,-0.698222,471,R
1.4203,-2.53321,-2.09467,471,R
1.4203,-2.53321,-2.09467,472,A
1.31539,-2.7148,-2.09467,472,A
1.31539,-2.7148,-2.09467,473,R
1.37483,-2.27504,-2.79289,473,R
1.37483,-2.27504,-2.79289,474,B
1.12846,-2.36461,-2.79289,474,B
1.12846,-2.36461,-2.79289,475,L
1.12846,-2.36461,-2.09467,475,L
1.12846,-2.36461,-2.09467,476,A
1.02355,-2.5462,-2.09467,476,A
1.02355,-2.5462,-2.09467,477,R
1.12846,-2.36461,-3.49111,477,R
1.12846,-2.36461,-3.49111,478,A
0.931423,-2.2928,-3.49111,478,A
0.931423,-2.2928,-3.49111,479,R
1.46769,-1.58792,-2.79289,479,R
1.46769,-1.58792,-2.79289,480,B
1.08274,-1.72787,-2.79289,480,B
1.08274,-1.72787,-2.79289,481,L
1.08274,-1.72787,-2.09467,481,L
1.08274,-1.72787,-2.09467,482,B
0.918823,-2.0116,-2.09467,482,B
0.918823,-2.0116,-2.09467,483,L
0.918823,-2.0116,-1.39644,483,L
0.918823,-2.0116,-1.39644,484,B
0.964298,-2.26977,-1.39644,484,B
0.964298,-2.26977,-1.39644,485,L
0.964298,-2.26977,-0.698222,485,L
0.964298,-2.26977,-0.698222,486,A
1.12494,-2.40459,-0.698222,486,A
1.12494,-2.40459,-0.698222,487,R
0.964298,-2.26977,-2.09467,487,R
0.964298,-2.26977,-2.09467,488,A
0.859391,-2.45136,-2.09467,488,A
0.859391,-2.45136,-2.09467,489,R
0.918823,-2.0116,-2.79289,489,R
0.918823,-2.0116,-2.79289,490,B
0.672456,-2.10117,-2.79289,490,B
0.672456,-2.10117,-2.79289,491,L
0.672456,-2.10117,-2.09467,491,L
0.672456,-2.10117,-2.09467,492,A
0.567549,-2.28276,-2.09467,492,A
0.567549,-2.28276,-2.09467,493,R
0.672456,-2.10117,-3.49111,493,R
0.672456,-2.10117,-3.49111,494,A
0.475421,-2.02936,-3.49111,494,A
0.475421,-2.02936,-3.49111,495,R
1.08274,-1.72787,-3.49111,495,R
1.08274,-1.72787,-3.49111,496,B
0.774873,-1.61566,-3.49111,496,B
0.774873,-1.61566,-3.49111,497,L
0.774873,-1.61566,-2.79289,497,L
0.774873,-1.61566,-2.79289,498,B
0.528506,-1.70523,-2.79289,498,B
0.528506,-1.70523,-2.79289,499,L
0.528506,-1.70523,-2.09467,499,L
0.528506,-1.70523,-2.09467,500,A
0.423599,-1.88682,-2.09467,500,A
0.423599,-1.88682,-2.09467,501,R
0.528506,-1.70523,-3.49111,501,R
0.528506,-1.70523,-3.49111,502,A
0.33147,-1.63341,-3.49111,502,A
0.33147,-1.63341,-3.49111,503,R
0.774873,-1.61566,-4.18933,503,R
0.774873,-1.61566,-4.18933,504,B
0.643924,-1.38856,-4.18933,504,B
0.643924,-1.38856,-4.18933,505,L
0.643924,-1.38856,-3.49111,505,L
0.643924,-1.38856,-3.49111,506,A
0.446889,-1.31675,-3.49111,506,A
0.446889,-1.31675,-3.49111,507,R
0.643924,-1.38856,-4.88756,507,R
0.643924,-1.38856,-4.88756,508,A
0.680472,-1.18206,-4.88756,508,A
