time, m, h, n, V
129.55,0.0690815,0.496958,0.361835,-2.15266
129.56,0.0690403,0.496985,0.361815,-2.14735
129.57,0.0689991,0.497012,0.361794,-2.14204
129.58,0.0689579,0.49704,0.361774,-2.13673
129.59,0.0689167,0.497068,0.361754,-2.13142
129.6,0.0688754,0.497096,0.361733,-2.12611
129.61,0.0688341,0.497124,0.361712,-2.1208
129.62,0.0687929,0.497152,0.361691,-2.11549
129.63,0.0687516,0.497181,0.361671,-2.11017
129.64,0.0687103,0.49721,0.36165,-2.10486
129.65,0.068669,0.497239,0.361628,-2.09955
129.66,0.0686277,0.497268,0.361607,-2.09424
129.67,0.0685864,0.497297,0.361586,-2.08892
129.68,0.068545,0.497327,0.361564,-2.08361
129.69,0.0685037,0.497356,0.361543,-2.0783
129.7,0.0684624,0.497386,0.361521,-2.07299
129.71,0.068421,0.497416,0.361499,-2.06768
129.72,0.0683797,0.497447,0.361477,-2.06238
129.73,0.0683384,0.497477,0.361455,-2.05707
129.74,0.068297,0.497508,0.361433,-2.05177
129.75,0.0682557,0.497539,0.361411,-2.04646
129.76,0.0682144,0.49757,0.361388,-2.04116
129.77,0.0681731,0.497601,0.361366,-2.03586
129.78,0.0681317,0.497632,0.361343,-2.03057
129.79,0.0680904,0.497664,0.36132,-2.02527
129.8,0.0680491,0.497696,0.361297,-2.01998
129.81,0.0680079,0.497728,0.361274,-2.01469
129.82,0.0679666,0.49776,0.361251,-2.0094
129.83,0.0679253,0.497792,0.361228,-2.00411
129.84,0.0678841,0.497825,0.361205,-1.99883
129.85,0.0678428,0.497858,0.361182,-1.99355
129.86,0.0678016,0.49789,0.361158,-1.98827
129.87,0.0677604,0.497924,0.361134,-1.983
129.88,0.0677192,0.497957,0.361111,-1.97773
129.89,0.0676781,0.49799,0.361087,-1.97246
129.9,0.0676369,0.498024,0.361063,-1.9672
129.91,0.0675958,0.498058,0.361039,-1.96194
129.92,0.0675547,0.498092,0.361015,-1.95668
129.93,0.0675136,0.498126,0.36099,-1.95143
129.94,0.0674726,0.498161,0.360966,-1.94618
129.95,0.0674316,0.498195,0.360942,-1.94094
129.96,0.0673906,0.49823,0.360917,-1.9357
129.97,0.0673496,0.498265,0.360892,-1.93046
129.98,0.0673087,0.4983,0.360867,-1.92523
129.99,0.0672677,0.498335,0.360842,-1.92001
130,0.0672269,0.498371,0.360817,-1.91478
130.01,0.067186,0.498407,0.360792,-1.90957
130.02,0.0671452,0.498442,0.360767,-1.90436
130.03,0.0671044,0.498478,0.360742,-1.89915
130.04,0.0670637,0.498515,0.360716,-1.89395
130.05,0.067023,0.498551,0.360691,-1.88875
130.06,0.0669823,0.498588,0.360665,-1.88356
130.07,0.0669417,0.498624,0.360639,-1.87838
130.08,0.0669011,0.498661,0.360614,-1.8732
130.09,0.0668605,0.498698,0.360588,-1.86802
130.1,0.06682,0.498736,0.360562,-1.86286
130.11,0.0667795,0.498773,0.360535,-1.85769
130.12,0.0667391,0.498811,0.360509,-1.85254
130.13,0.0666987,0.498849,0.360483,-1.84739
130.14,0.0666584,0.498887,0.360456,-1.84225
130.15,0.0666181,0.498925,0.36043,-1.83711
130.16,0.0665778,0.498963,0.360403,-1.83198
130.17,0.0665376,0.499002,0.360376,-1.82685
130.18,0.0664975,0.49904,0.36035,-1.82174
130.19,0.0664574,0.499079,0.360323,-1.81663
130.2,0.0664173,0.499118,0.360296,-1.81152
130.21,0.0663773,0.499157,0.360268,-1.80643
130.22,0.0663374,0.499197,0.360241,-1.80134
130.23,0.0662975,0.499236,0.360214,-1.79626
130.24,0.0662577,0.499276,0.360186,-1.79118
130.25,0.0662179,0.499316,0.360159,-1.78612
130.26,0.0661781,0.499356,0.360131,-1.78106
130.27,0.0661385,0.499396,0.360104,-1.77601
130.28,0.0660989,0.499436,0.360076,-1.77096
130.29,0.0660593,0.499477,0.360048,-1.76593
130.3,0.0660198,0.499517,0.36002,-1.7609
130.31,0.0659804,0.499558,0.359992,-1.75588
130.32,0.065941,0.499599,0.359964,-1.75086
130.33,0.0659017,0.499641,0.359935,-1.74586
130.34,0.0658624,0.499682,0.359907,-1.74086
130.35,0.0658232,0.499723,0.359879,-1.73588
130.36,0.0657841,0.499765,0.35985,-1.7309
130.37,0.065745,0.499807,0.359821,-1.72593
130.38,0.065706,0.499849,0.359793,-1.72097
130.39,0.0656671,0.499891,0.359764,-1.71601
130.4,0.0656282,0.499933,0.359735,-1.71107
130.41,0.0655894,0.499976,0.359706,-1.70613
130.42,0.0655507,0.500018,0.359677,-1.70121
130.43,0.065512,0.500061,0.359648,-1.69629
130.44,0.0654735,0.500104,0.359618,-1.69138
130.45,0.0654349,0.500147,0.359589,-1.68648
130.46,0.0653965,0.500191,0.35956,-1.68159
130.47,0.0653581,0.500234,0.35953,-1.67671
130.48,0.0653198,0.500277,0.3595,-1.67184
130.49,0.0652816,0.500321,0.359471,-1.66698
130.5,0.0652434,0.500365,0.359441,-1.66213
130.51,0.0652053,0.500409,0.359411,-1.65729
130.52,0.0651673,0.500453,0.359381,-1.65245
130.53,0.0651294,0.500498,0.359351,-1.64763
130.54,0.0650915,0.500542,0.359321,-1.64282
130.55,0.0650537,0.500587,0.359291,-1.63801
130.56,0.065016,0.500631,0.359261,-1.63322
130.57,0.0649784,0.500676,0.35923,-1.62844
130.58,0.0649409,0.500721,0.3592,-1.62367
130.59,0.0649034,0.500767,0.359169,-1.61891
130.6,0.064866,0.500812,0.359139,-1.61415
130.61,0.0648287,0.500858,0.359108,-1.60941
130.62,0.0647915,0.500903,0.359077,-1.60468
130.63,0.0647543,0.500949,0.359046,-1.59996
130.64,0.0647173,0.500995,0.359015,-1.59525
130.65,0.0646803,0.501041,0.358984,-1.59055
130.66,0.0646434,0.501087,0.358953,-1.58586
130.67,0.0646066,0.501134,0.358922,-1.58119
130.68,0.0645699,0.50118,0.358891,-1.57652
130.69,0.0645332,0.501227,0.35886,-1.57186
130.7,0.0644967,0.501274,0.358828,-1.56722
130.71,0.0644602,0.501321,0.358797,-1.56258
130.72,0.0644238,0.501368,0.358765,-1.55796
130.73,0.0643875,0.501415,0.358734,-1.55335
130.74,0.0643513,0.501462,0.358702,-1.54875
130.75,0.0643152,0.50151,0.35867,-1.54416
130.76,0.0642791,0.501557,0.358638,-1.53958
130.77,0.0642432,0.501605,0.358607,-1.53501
130.78,0.0642073,0.501653,0.358575,-1.53046
130.79,0.0641716,0.501701,0.358543,-1.52591
130.8,0.0641359,0.501749,0.35851,-1.52138
130.81,0.0641003,0.501798,0.358478,-1.51686
130.82,0.0640648,0.501846,0.358446,-1.51235
130.83,0.0640294,0.501895,0.358414,-1.50785
130.84,0.0639941,0.501943,0.358381,-1.50337
130.85,0.0639589,0.501992,0.358349,-1.49889
130.86,0.0639237,0.502041,0.358316,-1.49443
130.87,0.0638887,0.50209,0.358284,-1.48998
130.88,0.0638538,0.50214,0.358251,-1.48554
130.89,0.0638189,0.502189,0.358218,-1.48112
130.9,0.0637842,0.502238,0.358186,-1.4767
130.91,0.0637495,0.502288,0.358153,-1.4723
130.92,0.063715,0.502338,0.35812,-1.46791
130.93,0.0636805,0.502388,0.358087,-1.46353
130.94,0.0636461,0.502438,0.358054,-1.45916
130.95,0.0636118,0.502488,0.358021,-1.45481
130.96,0.0635777,0.502538,0.357988,-1.45047
130.97,0.0635436,0.502588,0.357954,-1.44614
130.98,0.0635096,0.502639,0.357921,-1.44182
130.99,0.0634757,0.502689,0.357888,-1.43751
131,0.0634419,0.50274,0.357854,-1.43322
131.01,0.0634082,0.502791,0.357821,-1.42894
131.02,0.0633746,0.502842,0.357787,-1.42467
131.03,0.0633411,0.502893,0.357754,-1.42042
131.04,0.0633077,0.502944,0.35772,-1.41617
131.05,0.0632744,0.502995,0.357686,-1.41194
131.06,0.0632412,0.503047,0.357652,-1.40772
131.07,0.0632081,0.503098,0.357619,-1.40352
131.08,0.0631751,0.50315,0.357585,-1.39933
131.09,0.0631422,0.503202,0.357551,-1.39515
131.1,0.0631094,0.503254,0.357517,-1.39098
131.11,0.0630767,0.503306,0.357483,-1.38682
131.12,0.0630441,0.503358,0.357448,-1.38268
131.13,0.0630116,0.50341,0.357414,-1.37855
131.14,0.0629792,0.503462,0.35738,-1.37443
131.15,0.0629469,0.503515,0.357346,-1.37033
131.16,0.0629147,0.503567,0.357311,-1.36624
131.17,0.0628826,0.50362,0.357277,-1.36216
131.18,0.0628506,0.503673,0.357243,-1.3581
131.19,0.0628187,0.503726,0.357208,-1.35404
131.2,0.062787,0.503779,0.357174,-1.35
131.21,0.0627553,0.503832,0.357139,-1.34598
131.22,0.0627237,0.503885,0.357104,-1.34196
131.23,0.0626922,0.503938,0.35707,-1.33796
131.24,0.0626608,0.503992,0.357035,-1.33398
131.25,0.0626296,0.504045,0.357,-1.33
131.26,0.0625984,0.504099,0.356965,-1.32604
131.27,0.0625673,0.504152,0.35693,-1.32209
131.28,0.0625363,0.504206,0.356895,-1.31816
131.29,0.0625055,0.50426,0.35686,-1.31423
131.3,0.0624747,0.504314,0.356825,-1.31032
131.31,0.0624441,0.504368,0.35679,-1.30643
131.32,0.0624135,0.504423,0.356755,-1.30254
131.33,0.0623831,0.504477,0.35672,-1.29867
131.34,0.0623527,0.504531,0.356685,-1.29482
131.35,0.0623225,0.504586,0.356649,-1.29097
131.36,0.0622924,0.50464,0.356614,-1.28714
131.37,0.0622623,0.504695,0.356579,-1.28333
131.38,0.0622324,0.50475,0.356543,-1.27952
131.39,0.0622026,0.504805,0.356508,-1.27573
131.4,0.0621729,0.50486,0.356472,-1.27195
131.41,0.0621433,0.504915,0.356437,-1.26819
131.42,0.0621137,0.50497,0.356401,-1.26444
131.43,0.0620843,0.505025,0.356366,-1.2607
131.44,0.062055,0.50508,0.35633,-1.25697
131.45,0.0620259,0.505136,0.356294,-1.25326
131.46,0.0619968,0.505191,0.356259,-1.24956
131.47,0.0619678,0.505247,0.356223,-1.24588
131.48,0.0619389,0.505303,0.356187,-1.2422
131.49,0.0619101,0.505359,0.356151,-1.23855
131.5,0.0618815,0.505414,0.356115,-1.2349
131.51,0.0618529,0.50547,0.356079,-1.23127
131.52,0.0618244,0.505526,0.356043,-1.22765
131.53,0.0617961,0.505583,0.356007,-1.22404
131.54,0.0617678,0.505639,0.355971,-1.22045
131.55,0.0617397,0.505695,0.355935,-1.21687
131.56,0.0617117,0.505751,0.355899,-1.2133
131.57,0.0616837,0.505808,0.355863,-1.20975
131.58,0.0616559,0.505864,0.355827,-1.20621
131.59,0.0616282,0.505921,0.355791,-1.20268
131.6,0.0616005,0.505978,0.355754,-1.19917
131.61,0.061573,0.506035,0.355718,-1.19567
131.62,0.0615456,0.506091,0.355682,-1.19218
131.63,0.0615183,0.506148,0.355646,-1.18871
131.64,0.0614911,0.506205,0.355609,-1.18525
131.65,0.061464,0.506262,0.355573,-1.1818
131.66,0.061437,0.50632,0.355536,-1.17837
131.67,0.0614101,0.506377,0.3555,-1.17494
131.68,0.0613834,0.506434,0.355463,-1.17154
131.69,0.0613567,0.506492,0.355427,-1.16814
131.7,0.0613301,0.506549,0.35539,-1.16476
131.71,0.0613036,0.506607,0.355354,-1.16139
131.72,0.0612773,0.506664,0.355317,-1.15804
131.73,0.061251,0.506722,0.355281,-1.15469
131.74,0.0612249,0.50678,0.355244,-1.15136
131.75,0.0611988,0.506837,0.355207,-1.14805
131.76,0.0611729,0.506895,0.355171,-1.14475
131.77,0.061147,0.506953,0.355134,-1.14146
131.78,0.0611213,0.507011,0.355097,-1.13818
131.79,0.0610956,0.507069,0.35506,-1.13491
131.8,0.0610701,0.507127,0.355023,-1.13166
131.81,0.0610447,0.507186,0.354987,-1.12843
131.82,0.0610193,0.507244,0.35495,-1.1252
131.83,0.0609941,0.507302,0.354913,-1.12199
131.84,0.060969,0.507361,0.354876,-1.11879
131.85,0.060944,0.507419,0.354839,-1.11561
131.86,0.060919,0.507478,0.354802,-1.11243
131.87,0.0608942,0.507536,0.354765,-1.10927
131.88,0.0608695,0.507595,0.354728,-1.10613
131.89,0.0608449,0.507654,0.354691,-1.10299
131.9,0.0608204,0.507713,0.354654,-1.09987
131.91,0.060796,0.507771,0.354617,-1.09676
131.92,0.0607717,0.50783,0.35458,-1.09367
131.93,0.0607475,0.507889,0.354543,-1.09058
131.94,0.0607234,0.507948,0.354506,-1.08751
131.95,0.0606994,0.508007,0.354469,-1.08446
131.96,0.0606755,0.508067,0.354431,-1.08141
131.97,0.0606517,0.508126,0.354394,-1.07838
131.98,0.060628,0.508185,0.354357,-1.07536
131.99,0.0606044,0.508244,0.35432,-1.07236
132,0.0605809,0.508304,0.354283,-1.06936
132.01,0.0605575,0.508363,0.354245,-1.06638
132.02,0.0605342,0.508423,0.354208,-1.06341
132.03,0.060511,0.508482,0.354171,-1.06046
132.04,0.0604879,0.508542,0.354134,-1.05752
132.05,0.0604649,0.508601,0.354096,-1.05459
132.06,0.060442,0.508661,0.354059,-1.05167
132.07,0.0604192,0.508721,0.354022,-1.04876
132.08,0.0603965,0.508781,0.353984,-1.04587
132.09,0.060374,0.50884,0.353947,-1.04299
132.1,0.0603515,0.5089,0.35391,-1.04012
132.11,0.0603291,0.50896,0.353872,-1.03727
132.12,0.0603067,0.50902,0.353835,-1.03442
132.13,0.0602845,0.50908,0.353798,-1.03159
132.14,0.0602624,0.50914,0.35376,-1.02878
132.15,0.0602404,0.5092,0.353723,-1.02597
132.16,0.0602185,0.509261,0.353685,-1.02318
132.17,0.0601967,0.509321,0.353648,-1.02039
132.18,0.060175,0.509381,0.35361,-1.01763
132.19,0.0601534,0.509441,0.353573,-1.01487
132.2,0.0601318,0.509502,0.353536,-1.01212
132.21,0.0601104,0.509562,0.353498,-1.00939
132.22,0.0600891,0.509622,0.353461,-1.00667
132.23,0.0600679,0.509683,0.353423,-1.00396
132.24,0.0600467,0.509743,0.353386,-1.00127
132.25,0.0600257,0.509804,0.353348,-0.998583
132.26,0.0600047,0.509865,0.353311,-0.99591
132.27,0.0599839,0.509925,0.353273,-0.99325
132.28,0.0599631,0.509986,0.353236,-0.990602
132.29,0.0599424,0.510046,0.353198,-0.987966
132.3,0.0599219,0.510107,0.35316,-0.985341
132.31,0.0599014,0.510168,0.353123,-0.982729
132.32,0.059881,0.510229,0.353085,-0.980128
132.33,0.0598607,0.51029,0.353048,-0.977539
132.34,0.0598405,0.510351,0.35301,-0.974962
132.35,0.0598204,0.510411,0.352973,-0.972397
132.36,0.0598004,0.510472,0.352935,-0.969843
132.37,0.0597805,0.510533,0.352898,-0.967301
132.38,0.0597607,0.510594,0.35286,-0.964771
132.39,0.0597409,0.510655,0.352823,-0.962252
132.4,0.0597213,0.510716,0.352785,-0.959745
132.41,0.0597018,0.510778,0.352747,-0.957249
132.42,0.0596823,0.510839,0.35271,-0.954765
132.43,0.0596629,0.5109,0.352672,-0.952293
132.44,0.0596436,0.510961,0.352635,-0.949831
132.45,0.0596245,0.511022,0.352597,-0.947382
132.46,0.0596054,0.511084,0.35256,-0.944943
132.47,0.0595864,0.511145,0.352522,-0.942516
132.48,0.0595674,0.511206,0.352484,-0.9401
132.49,0.0595486,0.511268,0.352447,-0.937696
132.5,0.0595299,0.511329,0.352409,-0.935303
132.51,0.0595112,0.51139,0.352372,-0.932921
132.52,0.0594927,0.511452,0.352334,-0.93055
132.53,0.0594742,0.511513,0.352297,-0.92819
132.54,0.0594558,0.511575,0.352259,-0.925842
132.55,0.0594375,0.511636,0.352221,-0.923504
132.56,0.0594193,0.511698,0.352184,-0.921178
132.57,0.0594012,0.511759,0.352146,-0.918862
132.58,0.0593832,0.511821,0.352109,-0.916557
132.59,0.0593652,0.511882,0.352071,-0.914264
132.6,0.0593473,0.511944,0.352034,-0.911981
132.61,0.0593296,0.512006,0.351996,-0.909709
132.62,0.0593119,0.512067,0.351959,-0.907448
132.63,0.0592943,0.512129,0.351921,-0.905198
132.64,0.0592768,0.512191,0.351884,-0.902958
132.65,0.0592593,0.512252,0.351846,-0.900729
132.66,0.059242,0.512314,0.351809,-0.898511
132.67,0.0592247,0.512376,0.351771,-0.896303
132.68,0.0592075,0.512438,0.351734,-0.894106
132.69,0.0591904,0.512499,0.351696,-0.89192
132.7,0.0591734,0.512561,0.351659,-0.889744
132.71,0.0591565,0.512623,0.351621,-0.887578
132.72,0.0591396,0.512685,0.351584,-0.885423
132.73,0.0591229,0.512747,0.351546,-0.883279
132.74,0.0591062,0.512809,0.351509,-0.881144
132.75,0.0590896,0.51287,0.351471,-0.87902
132.76,0.0590731,0.512932,0.351434,-0.876907
132.77,0.0590566,0.512994,0.351397,-0.874803
132.78,0.0590403,0.513056,0.351359,-0.87271
132.79,0.059024,0.513118,0.351322,-0.870627
132.8,0.0590078,0.51318,0.351284,-0.868554
132.81,0.0589917,0.513242,0.351247,-0.866491
132.82,0.0589756,0.513304,0.35121,-0.864439
132.83,0.0589597,0.513366,0.351172,-0.862396
132.84,0.0589438,0.513428,0.351135,-0.860363
132.85,0.058928,0.51349,0.351098,-0.85834
132.86,0.0589123,0.513552,0.35106,-0.856327
132.87,0.0588966,0.513614,0.351023,-0.854324
132.88,0.0588811,0.513676,0.350986,-0.852331
132.89,0.0588656,0.513738,0.350949,-0.850347
132.9,0.0588502,0.5138,0.350911,-0.848374
132.91,0.0588348,0.513862,0.350874,-0.846409
132.92,0.0588196,0.513924,0.350837,-0.844455
132.93,0.0588044,0.513986,0.3508,-0.84251
132.94,0.0587893,0.514049,0.350762,-0.840575
132.95,0.0587743,0.514111,0.350725,-0.838649
132.96,0.0587593,0.514173,0.350688,-0.836733
132.97,0.0587444,0.514235,0.350651,-0.834826
132.98,0.0587296,0.514297,0.350614,-0.832929
132.99,0.0587149,0.514359,0.350577,-0.831041
133,0.0587003,0.514421,0.350539,-0.829163
133.01,0.0586857,0.514483,0.350502,-0.827293
133.02,0.0586712,0.514545,0.350465,-0.825433
133.03,0.0586567,0.514608,0.350428,-0.823583
133.04,0.0586424,0.51467,0.350391,-0.821741
133.05,0.0586281,0.514732,0.350354,-0.819908
133.06,0.0586139,0.514794,0.350317,-0.818085
133.07,0.0585997,0.514856,0.35028,-0.816271
133.08,0.0585857,0.514918,0.350243,-0.814465
133.09,0.0585717,0.51498,0.350206,-0.812669
133.1,0.0585578,0.515043,0.350169,-0.810882
133.11,0.0585439,0.515105,0.350132,-0.809103
133.12,0.0585301,0.515167,0.350095,-0.807333
133.13,0.0585164,0.515229,0.350058,-0.805573
133.14,0.0585027,0.515291,0.350021,-0.80382
133.15,0.0584892,0.515353,0.349985,-0.802077
133.16,0.0584757,0.515415,0.349948,-0.800342
133.17,0.0584622,0.515478,0.349911,-0.798616
133.18,0.0584489,0.51554,0.349874,-0.796899
133.19,0.0584356,0.515602,0.349837,-0.79519
133.2,0.0584223,0.515664,0.3498,-0.79349
133.21,0.0584092,0.515726,0.349764,-0.791798
133.22,0.0583961,0.515788,0.349727,-0.790115
133.23,0.058383,0.51585,0.34969,-0.78844
133.24,0.0583701,0.515912,0.349654,-0.786773
133.25,0.0583572,0.515975,0.349617,-0.785115
133.26,0.0583443,0.516037,0.34958,-0.783465
133.27,0.0583316,0.516099,0.349544,-0.781823
133.28,0.0583189,0.516161,0.349507,-0.78019
133.29,0.0583063,0.516223,0.34947,-0.778564
133.3,0.0582937,0.516285,0.349434,-0.776947
133.31,0.0582812,0.516347,0.349397,-0.775338
133.32,0.0582687,0.516409,0.349361,-0.773737
133.33,0.0582564,0.516471,0.349324,-0.772144
133.34,0.0582441,0.516533,0.349288,-0.770559
133.35,0.0582318,0.516595,0.349251,-0.768981
133.36,0.0582196,0.516657,0.349215,-0.767412
133.37,0.0582075,0.516719,0.349179,-0.76585
133.38,0.0581954,0.516781,0.349142,-0.764297
133.39,0.0581834,0.516843,0.349106,-0.762751
133.4,0.0581715,0.516905,0.34907,-0.761212
133.41,0.0581596,0.516967,0.349033,-0.759682
133.42,0.0581478,0.517029,0.348997,-0.758159
133.43,0.0581361,0.517091,0.348961,-0.756644
133.44,0.0581244,0.517153,0.348924,-0.755136
133.45,0.0581127,0.517215,0.348888,-0.753635
133.46,0.0581012,0.517277,0.348852,-0.752143
133.47,0.0580896,0.517339,0.348816,-0.750657
133.48,0.0580782,0.517401,0.34878,-0.749179
133.49,0.0580668,0.517463,0.348744,-0.747709
133.5,0.0580555,0.517525,0.348708,-0.746245
133.51,0.0580442,0.517587,0.348671,-0.744789
133.52,0.058033,0.517648,0.348635,-0.74334
133.53,0.0580218,0.51771,0.348599,-0.741899
133.54,0.0580107,0.517772,0.348563,-0.740464
133.55,0.0579997,0.517834,0.348527,-0.739037
133.56,0.0579887,0.517896,0.348492,-0.737617
133.57,0.0579777,0.517958,0.348456,-0.736203
133.58,0.0579669,0.518019,0.34842,-0.734797
133.59,0.057956,0.518081,0.348384,-0.733398
133.6,0.0579453,0.518143,0.348348,-0.732005
133.61,0.0579346,0.518205,0.348312,-0.73062
133.62,0.0579239,0.518266,0.348276,-0.729241
133.63,0.0579133,0.518328,0.348241,-0.727869
133.64,0.0579028,0.51839,0.348205,-0.726504
133.65,0.0578923,0.518451,0.348169,-0.725145
133.66,0.0578818,0.518513,0.348134,-0.723794
133.67,0.0578714,0.518575,0.348098,-0.722449
133.68,0.0578611,0.518636,0.348062,-0.72111
133.69,0.0578508,0.518698,0.348027,-0.719778
133.7,0.0578406,0.518759,0.347991,-0.718453
133.71,0.0578304,0.518821,0.347956,-0.717134
133.72,0.0578203,0.518883,0.34792,-0.715821
133.73,0.0578103,0.518944,0.347885,-0.714515
133.74,0.0578002,0.519006,0.347849,-0.713215
133.75,0.0577903,0.519067,0.347814,-0.711922
133.76,0.0577804,0.519129,0.347779,-0.710634
133.77,0.0577705,0.51919,0.347743,-0.709353
133.78,0.0577607,0.519251,0.347708,-0.708079
133.79,0.0577509,0.519313,0.347673,-0.70681
133.8,0.0577412,0.519374,0.347637,-0.705548
133.81,0.0577315,0.519436,0.347602,-0.704291
133.82,0.0577219,0.519497,0.347567,-0.703041
133.83,0.0577124,0.519558,0.347532,-0.701797
133.84,0.0577028,0.51962,0.347497,-0.700558
133.85,0.0576934,0.519681,0.347461,-0.699326
133.86,0.0576839,0.519742,0.347426,-0.698099
133.87,0.0576746,0.519803,0.347391,-0.696879
133.88,0.0576652,0.519865,0.347356,-0.695664
133.89,0.057656,0.519926,0.347321,-0.694455
133.9,0.0576467,0.519987,0.347286,-0.693252
133.91,0.0576375,0.520048,0.347251,-0.692054
133.92,0.0576284,0.520109,0.347216,-0.690862
133.93,0.0576193,0.52017,0.347182,-0.689676
133.94,0.0576103,0.520231,0.347147,-0.688495
133.95,0.0576013,0.520292,0.347112,-0.68732
133.96,0.0575923,0.520353,0.347077,-0.686151
133.97,0.0575834,0.520414,0.347042,-0.684987
133.98,0.0575745,0.520475,0.347008,-0.683828
133.99,0.0575657,0.520536,0.346973,-0.682675
134,0.0575569,0.520597,0.346938,-0.681527
134.01,0.0575482,0.520658,0.346904,-0.680384
134.02,0.0575395,0.520719,0.346869,-0.679247
134.03,0.0575308,0.52078,0.346835,-0.678115
134.04,0.0575222,0.520841,0.3468,-0.676988
134.05,0.0575137,0.520902,0.346766,-0.675867
134.06,0.0575051,0.520962,0.346731,-0.67475
134.07,0.0574967,0.521023,0.346697,-0.673639
134.08,0.0574882,0.521084,0.346662,-0.672533
134.09,0.0574798,0.521145,0.346628,-0.671432
134.1,0.0574715,0.521205,0.346594,-0.670336
134.11,0.0574632,0.521266,0.346559,-0.669245
134.12,0.0574549,0.521327,0.346525,-0.668158
134.13,0.0574466,0.521387,0.346491,-0.667077
134.14,0.0574384,0.521448,0.346457,-0.666001
134.15,0.0574303,0.521508,0.346422,-0.664929
134.16,0.0574222,0.521569,0.346388,-0.663862
134.17,0.0574141,0.521629,0.346354,-0.6628
134.18,0.0574061,0.52169,0.34632,-0.661743
134.19,0.0573981,0.52175,0.346286,-0.66069
134.2,0.0573901,0.521811,0.346252,-0.659642
134.21,0.0573822,0.521871,0.346218,-0.658599
134.22,0.0573743,0.521931,0.346184,-0.65756
134.23,0.0573665,0.521992,0.34615,-0.656526
134.24,0.0573587,0.522052,0.346116,-0.655496
134.25,0.0573509,0.522112,0.346082,-0.654471
134.26,0.0573432,0.522172,0.346049,-0.65345
134.27,0.0573355,0.522233,0.346015,-0.652433
134.28,0.0573278,0.522293,0.345981,-0.651421
134.29,0.0573202,0.522353,0.345947,-0.650414
134.3,0.0573126,0.522413,0.345914,-0.64941
134.31,0.057305,0.522473,0.34588,-0.648411
134.32,0.0572975,0.522533,0.345847,-0.647416
134.33,0.05729,0.522593,0.345813,-0.646426
134.34,0.0572826,0.522653,0.345779,-0.645439
134.35,0.0572752,0.522713,0.345746,-0.644457
134.36,0.0572678,0.522773,0.345712,-0.643478
134.37,0.0572605,0.522833,0.345679,-0.642504
134.38,0.0572532,0.522893,0.345646,-0.641534
134.39,0.0572459,0.522953,0.345612,-0.640568
134.4,0.0572386,0.523012,0.345579,-0.639606
134.41,0.0572314,0.523072,0.345546,-0.638648
134.42,0.0572243,0.523132,0.345512,-0.637693
134.43,0.0572171,0.523192,0.345479,-0.636743
134.44,0.05721,0.523251,0.345446,-0.635796
134.45,0.0572029,0.523311,0.345413,-0.634854
134.46,0.0571959,0.523371,0.34538,-0.633915
134.47,0.0571889,0.52343,0.345347,-0.632979
134.48,0.0571819,0.52349,0.345314,-0.632048
134.49,0.0571749,0.523549,0.345281,-0.63112
134.5,0.057168,0.523609,0.345248,-0.630196
134.51,0.0571611,0.523668,0.345215,-0.629275
134.52,0.0571542,0.523728,0.345182,-0.628358
134.53,0.0571474,0.523787,0.345149,-0.627445
134.54,0.0571406,0.523847,0.345116,-0.626535
134.55,0.0571338,0.523906,0.345083,-0.625628
134.56,0.0571271,0.523965,0.34505,-0.624725
134.57,0.0571204,0.524024,0.345018,-0.623826
134.58,0.0571137,0.524084,0.344985,-0.62293
134.59,0.057107,0.524143,0.344952,-0.622037
134.6,0.0571004,0.524202,0.34492,-0.621147
134.61,0.0570938,0.524261,0.344887,-0.620261
134.62,0.0570873,0.52432,0.344854,-0.619378
134.63,0.0570807,0.524379,0.344822,-0.618499
134.64,0.0570742,0.524438,0.344789,-0.617622
134.65,0.0570677,0.524497,0.344757,-0.616749
134.66,0.0570613,0.524556,0.344725,-0.615879
134.67,0.0570548,0.524615,0.344692,-0.615012
134.68,0.0570484,0.524674,0.34466,-0.614148
134.69,0.057042,0.524733,0.344627,-0.613287
134.7,0.0570357,0.524792,0.344595,-0.61243
134.71,0.0570294,0.524851,0.344563,-0.611575
134.72,0.0570231,0.524909,0.344531,-0.610723
134.73,0.0570168,0.524968,0.344499,-0.609874
134.74,0.0570105,0.525027,0.344466,-0.609028
134.75,0.0570043,0.525086,0.344434,-0.608185
134.76,0.0569981,0.525144,0.344402,-0.607345
134.77,0.0569919,0.525203,0.34437,-0.606508
134.78,0.0569858,0.525261,0.344338,-0.605673
134.79,0.0569797,0.52532,0.344306,-0.604841
134.8,0.0569736,0.525378,0.344274,-0.604012
134.81,0.0569675,0.525437,0.344242,-0.603186
134.82,0.0569614,0.525495,0.344211,-0.602362
134.83,0.0569554,0.525554,0.344179,-0.601541
134.84,0.0569494,0.525612,0.344147,-0.600723
134.85,0.0569434,0.52567,0.344115,-0.599907
134.86,0.0569374,0.525729,0.344083,-0.599094
134.87,0.0569315,0.525787,0.344052,-0.598284
134.88,0.0569256,0.525845,0.34402,-0.597476
134.89,0.0569197,0.525903,0.343989,-0.59667
134.9,0.0569138,0.525961,0.343957,-0.595867
134.91,0.0569079,0.526019,0.343925,-0.595066
134.92,0.0569021,0.526077,0.343894,-0.594268
134.93,0.0568963,0.526135,0.343862,-0.593472
134.94,0.0568905,0.526193,0.343831,-0.592678
